DATA Act Element,SF-133 Line Number,SF-133 Sub-Line Number,USSGL Acct. (via USSGL Crosswalk File),USSGL Account Title,Begin/End,Debit/ Credit,Reimb Flag,Apport Cat,Auth Type Code,Avail Time,BEA Cat,Borrow Source,Fed/NonFed,Year of BA,PY Adj,Reduction Type,TAS Status,Trans. Code,Fund Type,Financing Account Code,Debit,Credit,Addl. Info.
53 - Obligated Amount,2190,2002,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,D,B,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,4
53 - Obligated Amount,2190,2002,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,D,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,4
53 - Obligated Amount,2190,2003,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,D,E,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2003,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,D,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2101,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,R,A,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2101,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,R,A,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
53 - Obligated Amount,2190,2102,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,R,B,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,4
53 - Obligated Amount,2190,2102,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,R,B,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,4
53 - Obligated Amount,2190,2103,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,R,E,,,D/M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
53 - Obligated Amount,2190,2103,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,R,E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
54 - Unobligated Amount,2490,2403,406000,Anticipated Collections From Non-Federal Sources,E,C,D/R,A/B/E,,,D/M,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,2
54 - Unobligated Amount,2490,2403,407000,Anticipated Collections From Federal Sources,E,C,D/R,A/B/E,,,D/M,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,2
54 - Unobligated Amount,2490,2403,421000,Anticipated Reimbursements and Other Income,E,C,D/R,A/B/E,,,D/M,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,2
54 - Unobligated Amount,2490,2403,421500,Anticipated Expenditure Transfers from Trust Funds,E,C,D/R,A/B/E,,,D/M,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,2
54 - Unobligated Amount,2490,2403,431000,Anticipated Recoveries of Prior-Year Obligations,E,C,D/R,A/B/E,,,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,2
54 - Unobligated Amount,2490,2402,442000,Unapportioned Authority - Pending Rescission,E,D/C,D/R,,,,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2401,443000,Unapportioned Authority - OMB Deferral,E,D/C,D/R,,,,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2403,445000,Unapportioned Authority,E,D/C,D/R,,,,,,,,B/P/X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2403,445000,Unapportioned Authority,E,D/C,D/R,,,,,,,,B/P,,E,K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2201,451000,Apportionments,E,D/C,D/R,,,A,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2202,451000,Apportionments,E,D/C,D/R,,,S,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2202,459000,Apportionments - Anticipated Resources - Programs Subject to Apportionment,E,D/C,D/R,,,S,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,2
54 - Unobligated Amount,2490,2203,459000,Apportionments - Anticipated Resources - Programs Subject to Apportionment,E,D/C,D/R,,,A,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2201,461000,Allotments - Realized Resources,E,D/C,D/R,,,A,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2202,461000,Allotments - Realized Resources,E,D/C,D/R,,,S,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2301,462000,Unobligated Funds Exempt From Apportionment,E,D/C,D/R,,,A,,,,,B/P/X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2302,462000,Unobligated Funds Exempt From Apportionment,E,D/C,D/R,,,S,,,,,B/P/X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2403,463000,Funds Not Available for Commitment/Obligation,E,D/C,D/R,A/B/E,,,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2403,465000,Allotments - Expired Authority,E,D/C,D/R,A/B/E,,,,,,,B/P/X,,E,K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2302,469000,Anticipated Resources - Programs Exempt From Apportionment,E,D/C,D/R,,,S,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2303,469000,Anticipated Resources - Programs Exempt From Apportionment,E,D/C,D/R,,,A,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,2
54 - Unobligated Amount,2490,2201,470000,Commitments - Programs Subject to Apportionment,E,D/C,D/R,,,A,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2202,470000,Commitments - Programs Subject to Apportionment,E,D/C,D/R,,,S,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2301,472000,Commitments - Programs Exempt From Apportionment,E,D/C,D/R,,,A,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
54 - Unobligated Amount,2490,2302,472000,Commitments - Programs Exempt From Apportionment,E,D/C,D/R,,,S,,,,,,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
55 - Amount of Other Budgetary Resources,need more info/definition,need more info/definition,need more info/definition,,,,,,,,,,,,,,,,,,,,
57 - Outlay,4190,4030,421200,Liquidation of Deficiency - Offsetting Collections,E,D/C,,,,,D,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4033,421200,Liquidation of Deficiency - Offsetting Collections,E,D/C,,,,,D,,N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4034,421200,Liquidation of Deficiency - Offsetting Collections,E,D/C,,,,,D,,E,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4120,421200,Liquidation of Deficiency - Offsetting Collections,E,D/C,,,,,M,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4123,421200,Liquidation of Deficiency - Offsetting Collections,E,D/C,,,,,M,,N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4124,421200,Liquidation of Deficiency - Offsetting Collections,E,D/C,,,,,M,,E,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4030,422200,Unfilled Customer Orders With Advance,B,D/C,,,,,D,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
57 - Outlay,4190,4033,422200,Unfilled Customer Orders With Advance,B,D/C,,,,,D,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
57 - Outlay,4190,4120,422200,Unfilled Customer Orders With Advance,B,D/C,,,,,M,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
57 - Outlay,4190,4123,422200,Unfilled Customer Orders With Advance,B,D/C,,,,,M,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
57 - Outlay,4190,4030,422200,Unfilled Customer Orders With Advance,E,D/C,,,,,D,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
57 - Outlay,4190,4033,422200,Unfilled Customer Orders With Advance,E,D/C,,,,,D,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
57 - Outlay,4190,4120,422200,Unfilled Customer Orders With Advance,E,D/C,,,,,M,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
57 - Outlay,4190,4123,422200,Unfilled Customer Orders With Advance,E,D/C,,,,,M,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
57 - Outlay,4190,4030,425200,Reimbursements and Other Income Earned - Collected,E,D/C,,,,,D,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4033,425200,Reimbursements and Other Income Earned - Collected,E,D/C,,,,,D,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4120,425200,Reimbursements and Other Income Earned - Collected,E,D/C,,,,,M,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4123,425200,Reimbursements and Other Income Earned - Collected,E,D/C,,,,,M,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4030,425300,Prior-Year Unfilled Customer Orders With Advance - Refunds Paid,E,D/C,,,,,D,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4033,425300,Prior-Year Unfilled Customer Orders With Advance - Refunds Paid,E,D/C,,,,,D,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4120,425300,Prior-Year Unfilled Customer Orders With Advance - Refunds Paid,E,D/C,,,,,M,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4123,425300,Prior-Year Unfilled Customer Orders With Advance - Refunds Paid,E,D/C,,,,,M,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4030,425500,Expenditure Transfers from Trust Funds - Collected,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4120,425500,Expenditure Transfers from Trust Funds - Collected,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4034,426000,"Actual Collections of ""governmental-type"" Fees",E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4124,426000,"Actual Collections of ""governmental-type"" Fees",E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4033,426100,Actual Collections of Business-Type Fees,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4123,426100,Actual Collections of Business-Type Fees,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4033,426200,Actual Collections of Loan Principal,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4123,426200,Actual Collections of Loan Principal,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4033,426300,Actual Collections of Loan Interest,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4123,426300,Actual Collections of Loan Interest,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4033,426400,Actual Collections of Rent,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4123,426400,Actual Collections of Rent,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4033,426500,Actual Collections From Sale of Foreclosed Property,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4123,426500,Actual Collections From Sale of Foreclosed Property,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4033,426600,Other Actual Business-Type Collections From Non-Federal Sources,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4123,426600,Other Actual Business-Type Collections From Non-Federal Sources,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4034,426700,"Other Actual ""governmental-type"" Collections From Non-Federal Sources",E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4124,426700,"Other Actual ""governmental-type"" Collections From Non-Federal Sources",E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4030,427100,Actual Program Fund Subsidy Collected,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4120,427100,Actual Program Fund Subsidy Collected,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4031,427300,Interest Collected From Treasury,E,D/C,,,,,D,,,,X,,U,X/K/N,EG/EP/ER/TR,N,-,#ERROR!,
57 - Outlay,4190,4121,427300,Interest Collected From Treasury,E,D/C,,,,,M,,,,X,,U,X/K/N,EG/EP/ER/TR,N,-,#ERROR!,
57 - Outlay,4190,4122,427300,Interest Collected From Treasury,E,D/C,,,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
57 - Outlay,4190,4030,427500,Actual Collections From Liquidating Fund,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4120,427500,Actual Collections From Liquidating Fund,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4030,427600,Actual Collections From Financing Fund,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4120,427600,Actual Collections From Financing Fund,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4030,427700,Other Actual Collections - Federal,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4120,427700,Other Actual Collections - Federal,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4031,429000,Amortization of Investments in U.S. Treasury Zero Coupon Bonds,E,D/C,,,,,D,,,,X,,U,X/K/N,EP/ER/TR,N,-,#ERROR!,
57 - Outlay,4190,4121,429000,Amortization of Investments in U.S. Treasury Zero Coupon Bonds,E,D/C,,,,,M,,,,X,,U,X/K/N,EP/ER/TR,N,-,#ERROR!,
57 - Outlay,4190,4010,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D/R,A/B/E,,,D,,,NEW,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
57 - Outlay,4190,4011,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D/R,A/B/E,,,D,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
57 - Outlay,4190,4110,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D/R,A/B/E,,,M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
57 - Outlay,4190,4110,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",B,D/C,D/R,A/B/E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,#ERROR!,-,1
57 - Outlay,4190,4010,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D/R,A/B/E,,,D,,,NEW,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
57 - Outlay,4190,4011,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D/R,A/B/E,,,D,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
57 - Outlay,4190,4110,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D/R,A/B/E,,,M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
57 - Outlay,4190,4110,480200,"Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D/R,A/B/E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,1
57 - Outlay,4190,4030,487200,"Downward Adjustments of Prior-Year Prepaid/Advanced Undelivered Orders - Obligations, Refunds Collected",E,D/C,,,,,D,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4033,487200,"Downward Adjustments of Prior-Year Prepaid/Advanced Undelivered Orders - Obligations, Refunds Collected",E,D/C,,,,,D,,N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4120,487200,"Downward Adjustments of Prior-Year Prepaid/Advanced Undelivered Orders - Obligations, Refunds Collected",E,D/C,,,,,M,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4123,487200,"Downward Adjustments of Prior-Year Prepaid/Advanced Undelivered Orders - Obligations, Refunds Collected",E,D/C,,,,,M,,N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4011,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D/R,A/B/E,,,D,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4110,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D/R,A/B/E,,,M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4110,488200,"Upward Adjustments of Prior-Year Undelivered Orders - Obligations, Prepaid/Advanced",E,D/C,D/R,A/B/E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
57 - Outlay,4190,4010,490200,"Delivered Orders - Obligations, Paid",E,D/C,D/R,A/B/E,,,D,,,NEW,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4011,490200,"Delivered Orders - Obligations, Paid",E,D/C,D/R,A/B/E,,,D,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4110,490200,"Delivered Orders - Obligations, Paid",E,D/C,D/R,A/B/E,,,M,,,BAL/NEW,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4110,490200,"Delivered Orders - Obligations, Paid",E,D/C,D/R,A/B/E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
57 - Outlay,4190,4010,490800,Authority Outlayed Not Yet Disbursed,B,D/C,D/R,A/E,,,D,,,NEW,X,,U,X/K/N,EG/ER,N,#ERROR!,-,1
57 - Outlay,4190,4011,490800,Authority Outlayed Not Yet Disbursed,B,D/C,D/R,A/E,,,D,,,BAL,X,,U,X/K/N,EG/ER,N,#ERROR!,-,1
57 - Outlay,4190,4110,490800,Authority Outlayed Not Yet Disbursed,B,D/C,D/R,A/E,,,M,,,NEW,X,,U,X/K/N,EG/ER,N,#ERROR!,-,1
57 - Outlay,4190,4010,490800,Authority Outlayed Not Yet Disbursed,E,D/C,D/R,A/E,,,D,,,NEW,X,,U,X/K/N,EG/ER,N,-,#ERROR!,1
57 - Outlay,4190,4011,490800,Authority Outlayed Not Yet Disbursed,E,D/C,D/R,A/E,,,D,,,BAL,X,,U,X/K/N,EG/ER,N,-,#ERROR!,1
57 - Outlay,4190,4110,490800,Authority Outlayed Not Yet Disbursed,E,D/C,D/R,A/E,,,M,,,NEW,X,,U,X/K/N,EG/ER,N,-,#ERROR!,1
57 - Outlay,4190,4030,497200,"Downward Adjustments of Prior-Year Paid Delivered Orders - Obligations, Refunds Collected",E,D/C,,,,,D,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4033,497200,"Downward Adjustments of Prior-Year Paid Delivered Orders - Obligations, Refunds Collected",E,D/C,,,,,D,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4120,497200,"Downward Adjustments of Prior-Year Paid Delivered Orders - Obligations, Refunds Collected",E,D/C,,,,,M,,F,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4123,497200,"Downward Adjustments of Prior-Year Paid Delivered Orders - Obligations, Refunds Collected",E,D/C,,,,,M,,E/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,
57 - Outlay,4190,4011,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,D/R,A/B/E,,,D,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4110,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,D/R,A/B/E,,,M,,,BAL,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,
57 - Outlay,4190,4110,498200,"Upward Adjustments of Prior-Year Delivered Orders - Obligations, Paid",E,D/C,D/R,A/B/E,,,M,,,,X,,U,X/K/N,EP/ER,D/G,-,#ERROR!,
